"","Gene.symbol","Astrocytes","Neuron","Oligodendrocyte.Precursor.Cell","Newly.Formed.Oligodendrocyte","Myelinating.Oligodendrocytes","Microglia","Endothelial.Cells"
"377","Atp5j",43.5,75.8,77.9,61.3,61.8,36.4,145
"378","Mtap1b",1.2,75.6,3.9,37,11.9,0.3,3
"379","Uqcrq",52.3,75.2,75.3,101.9,120.3,89.2,158.1
"380","Ensa",33.5,75,48.5,35.1,49.7,50.8,50.5
"381","Ndufb8",30.3,74.9,99.4,100.6,122.5,79.7,111.7
"382","Cox6c",49.8,74.9,102.4,100,154.2,62.8,131.1
"383","Cxx1b",29,74.8,69.3,70,96.2,14.5,102
"384","Snca",6,74.6,32.3,6.2,10.3,5.1,9.1
"385","Cplx1",1.6,74.5,23.4,6,14.7,14.6,0.9
"386","Ina",0.2,74.5,9.1,2.6,1.7,0.8,0.3
"387","Ddx3x",103.9,74.4,84.5,58.5,19.1,36.7,127.5
"388","Sparcl1",1768.3,74.4,359,30.5,38.2,20.6,626.2
"389","Pdha1",49.6,74.4,40.1,26.2,16.5,13.2,34.6
"390","Dctn3",29.7,74.2,64.5,88.1,90.9,44.5,22.1
"391","Atxn7l3b",35.6,74.1,79.4,117,84,14.1,27.8
"392","Atp6ap2",48.2,74,44.9,32.3,30.2,52,36.1
"393","Rundc3a",26.9,73.9,48.4,43.6,49.4,14.2,1.5
"394","Cx3cl1",2.1,73.9,39.7,12.1,6,8.2,15.2
"395","Syn1",1.9,73.7,21.4,6.3,11.3,6.4,0.8
"396","Pcbp1",65.2,73.4,91.1,95.9,67.5,155.3,123.1
"397","Nap1l5",81.4,73.4,115.7,40.5,15.8,0.6,1.4
"398","Gapdh",40.2,73.4,65.3,60.6,98.2,79.9,49.2
"399","Actr1a",36.9,73.2,70.9,101.1,103.2,65.7,59.2
"400","Trp73",0.2,73.2,0.1,0.1,0.1,0.1,0.1
"401","Sox4",22.1,72.8,24.6,25.9,2.6,18.9,30.5
"402","Sbk1",11.9,72.8,41.2,37.4,30.4,5.4,0.4
"403","Uba52",31.4,72.7,100,102.2,143.2,313.4,315.9
"404","Casp3",8.9,72.6,16.5,35.8,7.7,6.6,14.2
"405","Cxx1a",29.1,72.5,62.7,64.2,95.8,13.3,113.8
"406","Psma7",28.7,72.5,73.5,90.1,86.2,65.7,155
"407","Rps14",27.9,72.5,91.4,81.6,88.6,280.1,483.6
"408","Isoc1",9.6,72.4,31.6,15.7,5.2,6,10.7
"409","Msi2",57.5,72.1,10.6,14.4,4.5,3.2,13.1
"410","Prdx5",36.6,72.1,91.3,59.7,54.2,147.3,55
"411","Kif5c",3.3,72,9.2,13.5,26.7,1.6,0.3
"412","Fam134a",24.6,71.9,58.7,38.1,35.9,45.1,25.6
"413","Capns1",40.8,71.8,88.3,88.1,140.2,172.8,238.5
"414","Nxph4",0.2,71.8,0.5,0.1,0.2,0.2,1.2
"415","Slc25a5",91.7,71.6,115.8,96.4,75.3,210.6,216.2
"416","Vapa",58.5,71.6,100.5,112.3,53.5,62.5,41.8
"417","Tmem30a",46.5,70.8,70.2,78.6,42.3,14,57.2
"418","Leng8",162,70.8,33.6,27.1,5.9,10.4,3.3
"419","Rian",0.5,70.8,4.8,1.6,1.9,0.6,0.8
"420","Ier2",130.1,70.8,36.3,4.2,6,606,496
"421","Ttyh3",225.4,70.7,42.4,22.5,9,78.8,21.7
"422","Pink1",26.4,70.7,45.7,59.9,188.8,57.1,45.6
"423","Nisch",60.8,70.6,57.2,62.3,45.8,43.1,36.8
"424","Ap2m1",18.2,70.6,50.4,49.5,48.5,56.5,44.8
"425","Gas5",74.6,70.5,34.6,30,34.1,14.5,50.9
"426","Cck",4,70.5,8.8,1.3,11.9,7.5,1.7
"427","Dtx3",79.6,70.4,59.4,37.2,16.3,14,18
"428","Ids",13.1,70.4,27.8,29.5,26.4,10.5,9.5
"429","Insig1",266.6,70.4,80.3,104.5,58.3,61.4,27.6
"430","Ndufb9",46.3,70.1,104.4,124.1,186.6,60.4,95.1
"431","Cnbp",55.8,70.1,100.7,67,40.8,74.8,118.4
"432","Kif5a",1.8,70,24.3,57.1,191.2,14.9,0.3
"433","Rcn2",123.7,69.9,60.4,30,15.2,13.3,35.2
"434","Hnrpdl",80.2,69.8,67.2,48.2,16.4,22.5,49.9
"435","Sept3",17.7,69.8,30.7,14.2,5.2,3.6,0.5
"436","Gm13691",253.6,69.8,104.4,63.2,7.1,14.1,1.5
"437","Vbp1",24,69.7,35.3,42.7,36.6,5.6,48.1
"438","Dact1",1.7,69.6,7.3,6.1,2.5,0.5,1.2
"439","Ndrg3",19.2,69.6,62.8,35.1,32,25.7,15.1
"440","Swi5",33.5,69.5,63.2,81.1,71.8,40.5,63.4
"441","Inpp5f",14.1,69.2,17.2,10.1,16.4,1.7,10.1
"442","Arhgdia",39.8,69.2,97.3,165.4,191,373.7,122.3
"443","Mapre2",16.5,69.1,38.5,58.6,40.6,29.4,14.1
"444","Rbm39",128.6,68.9,67.9,46.8,11.9,22.7,88.1
"445","Rps20",35.5,68.9,85.6,78.2,119.2,284.5,456.2
"446","Sult4a1",0.5,68.9,17.7,5.7,9.1,8.9,0.9
"447","Fam168b",45.6,68.8,49.6,38.6,17.5,53.5,18.6
"448","Rab1",41.4,68.6,58.1,42.1,14.5,37.9,84.1
"449","Ldha",42.4,68.6,58.7,30.8,31,105.9,203
"450","Uqcr10",48.9,68.6,72.1,59.7,94.1,54,146.5
"451","Rrp1",43,68.4,57.5,43.6,31,55.2,45.7
"452","Nrxn2",24.3,68.3,115.4,42.2,17.3,2.3,0.6
"453","Myl12b",22.7,68.2,52.4,39.8,35.5,115.1,284.6
"454","Gdi2",46.5,68,73.3,56.8,42.7,94.2,147
"455","Vgf",2.5,67.9,2.8,0.4,2,1.5,0.7
"456","Shfm1",40,67.8,94.2,112.4,60.4,64.9,267.5
"457","Eif3f",29.9,67.8,89.8,89.1,86.1,208.7,175.6
"458","Sdcbp",43.7,67.8,63.6,34.3,19.6,120.4,257.8
"459","Ybx1",21.6,67.7,79.8,63,50.2,38.8,93
"460","Eif3k",23.5,67.6,71.9,70.6,74,141.3,157.4
"461","Grinl1a",24.3,67.6,39.8,29.7,17,20.5,49.6
"462","Fus",53.6,67.6,59.7,40.6,13.1,31,53.5
"463","Atp13a2",14.1,67.5,27,21.2,16.9,61.8,11
"464","Spna2",37.2,67.4,45.4,28.6,11.5,9.5,110.7
"465","BC005764",3.8,67.4,1.3,1,1.7,2.8,0.8
"466","Tprgl",35,67.4,55.4,74.7,89.6,65.4,100.8
"467","Pcbp2",45.3,67.2,78.6,79,66.7,75.3,103.2
"468","Cct5",37.8,67.2,105.6,95.2,62,64.6,122.8
"469","Rac3",5.5,67,18,10.3,3.4,13,2.3
"470","6430527G18Rik",25.7,66.9,21.2,10,3.2,27,15.2
"471","Gad1",1.3,66.8,11.1,2.1,0.9,0.2,0.9
"472","Mt3",318.7,66.7,161,29.9,43.8,31.3,7.8
"473","Fkbp9",30.2,66.7,23.2,69.2,26.2,12.6,58.1
"474","Cct2",44.1,66.6,78.1,99.2,65,53.8,105.3
"475","Atp2a2",96.4,66.5,42.8,44.9,26.7,8,10.3
"476","Oaz2-ps",22.3,66.3,41,29.6,38.1,25.4,125.5
"477","Nhlh2",0.1,66.3,0.1,0.1,0.1,0.1,0.1
"478","Park7",28,66.2,73.3,67.4,59.6,76.4,54.3
"479","Rplp0",24.3,66.1,88.7,72.7,100.3,319.6,262
"480","Arf4",64.1,66.1,93.9,163.2,80.2,72.8,110.2
"481","Ctbp1",35.7,66,69.7,92.8,76.4,54,47.8
"482","Pnmal2",3.1,66,38.3,13.3,18.6,1.5,0.5
"483","Nme1",14.7,65.9,63.5,77.1,40.8,32.4,42.8
"484","Caly",0.8,65.9,31,5.6,2.7,2.4,1.1
"485","4933407C03Rik",6.9,65.7,17.5,41.8,18.1,12.9,2.3
"486","Pcbp4",20.9,65.6,70,148.7,147.8,6.1,6.3
"487","Rab11a",21.9,65.5,65.3,57.4,32.1,39.8,88
"488","Gnai2",122.5,65.5,189.1,120.5,87.9,457.5,556.7
"489","Ncam1",166.3,65.5,109.8,193.1,74.9,1.4,0.4
"490","Ndufb6",33.8,65.4,58.6,60.8,52.3,25.6,82.3
"491","Hsp90aa1",51,65.4,67,54.7,37.8,30.4,49
"492","Cacna2d1",3.5,65.4,7,6.3,1.9,0.1,0.4
"493","Atp6v1a",21.2,65.3,42.1,42.4,24.7,39.6,37.4
"494","Ctsb",84.5,65.2,133.3,160.7,95.5,1032.8,55.4
"495","Crip2",33.8,64.9,22.1,11.6,25.1,9,162.3
"496","Srsf5",123.8,64.7,46.1,34.3,13.5,41.3,48.8
"497","Uqcrc1",43.7,64.6,80.8,61.7,67,92.4,123.9
"498","Zcchc12",1.4,64.5,9.3,5.6,0.6,0.1,0.4
"499","Idh3b",47.6,64.5,54.5,31.6,17.9,34.5,59.3
"500","Gde1",46.9,64.5,79.1,136,171.3,106.1,61.1
"501","Snhg12",32.3,64.4,33.3,25.9,11.7,28.1,28.5
"502","Trim28",34.6,64.4,77.8,66.7,32.5,76,58.7
"503","Psmb1",34.7,64.4,86.5,115.6,134,88.4,149.5
"504","Pdia3",123.1,64.3,145.7,175,56.2,107.2,213.1
"505","Ip6k1",32.9,64.3,43.3,28.6,22.5,42.2,33.9
"506","Canx",129.3,64.2,136.1,129.2,54.2,53.1,79.5
"507","Blcap",27.3,64.2,32.9,18,8.7,19.5,7.1
"508","2900011O08Rik",2,64.1,48.7,34.8,19,3.9,0.8
"509","Clstn3",0.5,64.1,33.3,6.3,2.5,1.9,0.4
"510","Grin1",3.2,64,16.2,2.8,3.1,3.7,0.4
"511","Psmb6",28.1,64,73.5,83.7,72,83.8,91.8
"512","Nelf",77.4,64,59.9,38.2,51.6,41.7,53.6
"513","Cct6a",38.1,63.9,71.7,72.5,39,21.4,53
"514","1500012F01Rik",17.9,63.9,24.5,20.2,22.4,23.1,59.7
"515","Capzb",37.8,63.8,84.4,58.8,52.4,220.1,133.9
"516","Vstm2l",0.2,63.7,2,0.4,2.1,2.2,0.5
"517","Slc3a2",222.1,63.7,63.6,41.4,39.2,275.8,597.8
"518","Syngr1",10.9,63.6,42,38.9,19.1,194.6,0.7
"519","Clstn2",0.1,63.5,1.9,0.5,0.2,0.2,0.3
"520","Dcaf7",14.9,63.5,32,21.7,12.2,14.8,11.4
"521","Fbxl16",2.9,63.4,27.1,6.6,15.5,16.4,0.4
"522","Add1",59.6,63.3,74.1,195.6,135.4,38.4,51.7
"523","Rab14",43,63.3,80.3,72.1,37.1,35.8,43.6
"524","Uqcrfs1",49.6,63.3,57.3,64.8,66.9,46.2,78.8
"525","Nfix",22.8,63.2,22.5,8.3,4.4,6.2,1.4
"526","Spin1",24.6,63.1,26.6,15,6.3,8,40.8
"527","Cend1",5,63.1,19.7,22.1,27.7,5,1.1
"528","Chd3",15.8,62.9,18.4,32.2,9.2,9.5,15.3
"529","Uqcrc2",50.2,62.8,81.9,75,54.6,36.2,99.4
"530","Ube2m",23.3,62.8,52.9,64.4,56.9,52.7,50.2
"531","Atp1a1",19.8,62.8,112.3,103.9,100,119.4,128.6
"532","Ndufb10",31.6,62.5,67.3,54.3,64.5,45.5,69.7
"533","Tmsb10",2.3,62.5,12.3,5.7,7.9,6.9,243
"534","Oxct1",45.1,62.5,62.7,54.7,28.5,32,10.4
"535","Srsf6",110.8,62.5,65.5,73.8,22,57.2,47.2
"536","Maz",35.1,62.4,64.6,54.8,61.1,60.7,28
"537","Unc119",14.7,62.3,29.9,15,3,4.2,2.3
"538","Fhl1",36.8,62.3,38.8,18.5,19.5,0.8,1.4
"539","Cplx2",7.8,62.3,11.8,3.4,9.9,7.1,1.9
"540","Sncb",0.6,62.2,9.9,2,10,11,1.5
"541","Fosl2",34.1,62.2,3.3,0.9,0.9,10.1,40.6
"542","Vegfa",338.2,62.1,83.5,34.5,7.7,1.7,0.7
"543","Mtss1l",131.4,61.9,167.8,45.1,7,2.6,5.5
"544","Slc17a6",0.1,61.8,0.1,0.1,0.1,0.1,0.2
"545","Dbi",475.7,61.8,366.4,138.5,135.4,20.2,97
"546","Eif4b",19.8,61.8,49.5,39,32.1,47.1,77.9
"547","Pomp",30.1,61.7,66.4,60.6,62.7,90.4,250.4
"548","Ppp2cb",28.1,61.6,54.6,53.8,37.3,21,73.1
"549","Rpl32",21.6,61.6,66.6,60.3,62.5,185,314.6
"550","Zcchc18",19.5,61.6,24.4,10.7,7.5,1.1,1
"551","Cs",94.1,61.5,60.9,48.2,44.3,28.4,41.8
"552","Arf5",39.7,61.5,69.5,62.4,53.7,76.3,83.8
"553","Srgap3",26.1,61.5,12.1,6.6,4,1,0.2
"554","Agrn",115.8,61.5,52.8,44.7,8.7,6.8,186.5
"555","Dctn1",18.3,61.4,31.8,33.7,42.7,30.3,28
"556","Tspan13",18.1,61.4,94.1,19.5,2.7,27.2,223.5
"557","Hdac11",5.9,61.4,17.5,25.6,57.2,13.5,1.1
"558","BC031181",50.9,61.3,70.3,156.3,179.4,48.9,69.3
"559","Mtap7d1",30,61.2,31.3,107.4,141,65.2,47.3
"560","Chgb",3.7,61.2,11.4,2.8,1.6,0.6,0.4
"561","Eln",7.8,61.1,17,1.8,0.3,0.3,37.8
"562","Snn",40.2,61,40.7,15.2,20.2,127.4,31
"563","Matr3",34.4,60.9,56.2,34.1,13.1,6.2,38.6
"564","Mff",39.1,60.8,56.5,55.9,34.8,19,100.3
"565","Serinc3",59.9,60.8,96,72.4,63.5,577.1,205.6
"566","Camk2b",1.1,60.6,16.9,2.6,5.6,6.4,0.9
"567","Ndufa3",46.7,60.6,107.6,154.9,219.2,100.7,116.8
"568","Dlx1",0.7,60.6,0.2,0.1,0.3,0.1,0.1
"569","Magee1",5.1,60.5,19.9,9.8,7,1.1,0.9
"570","Ndufa6",35.2,60.5,54.3,53.9,79.9,78.4,141
"571","Higd2a",37.3,60.5,82.6,63.4,92.1,175.9,117.9
"572","Dlg4",27,60.4,42.6,19.9,36.6,39.5,1.6
"573","L1cam",0.3,60.4,3.9,1.1,0.4,0.4,0.2
"574","Kif1b",84.7,60.4,31.4,91.8,75.8,2.8,8.5
"575","6720456B07Rik",37.7,60.3,84.6,94.1,104.4,152.7,112.7
"576","Prrc2b",17.2,60.3,21.3,15.8,7.2,6.5,12
"577","Snhg1",46.9,60.3,32.9,35.9,15.1,17.9,73.5
"578","1500032L24Rik",40.9,60.1,83.2,109.1,129.5,68.8,92.5
"579","Bcl11a",0.8,60.1,1.7,0.4,0.9,0.6,0.3
"580","Hsp90b1",191.4,60.1,162.4,144.3,39,57.2,166.4
"581","Bag6",29.3,60,50.2,50.2,30.8,57.9,33.8
"582","Dpysl2",18.4,59.9,17.3,46.8,26.3,4.8,5.8
"583","Cxcl14",78.1,59.9,70.1,9.1,6.2,4.2,0.5
"584","Agap2",1.9,59.8,52.8,12.6,16,22.3,0.7
"585","Ergic3",52.1,59.8,93.4,66.9,45.7,132.7,98.6
"586","Ramp1",17.9,59.7,58.6,16.1,2.3,26.3,0.4
"587","Tmem176b",73.1,59.6,272.4,89.4,11.3,313.7,92.6
"588","Dync1i2",26.4,59.6,38.9,62.9,50.5,23.1,43.8
"589","Fez1",104.5,59.5,132.2,177.7,471.2,3.3,3.3
"590","Capza2",58.3,59.4,74.2,51.3,29.9,89.2,92.4
"591","Ap2a1",23.6,59.4,45,52,43.8,32.9,31.1
"592","Ddb1",44.2,59.3,80.9,92.8,67.6,64.8,118.4
"593","2310044H10Rik",40.3,59.1,103.6,104.8,82.9,71.5,42.5
"594","Ptprn2",6.2,59,23,7.6,1.8,0.8,0.3
"595","Sik1",42.1,59,3.6,2.4,1.3,15.4,66
"596","Atp6v1g1",24.3,59,40.6,79.3,80,73.9,50.9
"597","C030046I01Rik",15.4,58.8,45,52.6,79.3,52.8,17
"598","Ube2b",28.2,58.8,28.6,26.1,19.8,20.5,61.6
"599","Myeov2",32.2,58.7,58.5,85,124.8,71.4,108.2
"600","Ndufv3",23.1,58.7,44.4,69.6,74.3,51.3,59.1
"601","Drap1",31.1,58.7,73.1,69,70.3,93.7,72.8
"602","Ppp3cb",16,58.7,27.4,15,7.2,5.5,14.1
"603","Atp5o",25,58.6,52.3,43.6,46.9,42,77.8
"604","Psmb2",35.2,58.3,73.3,91.5,70.6,60.4,89.5
"605","Nlgn2",31.1,58.2,87.6,68.2,15,4.5,2
"606","Cxx1c",14.5,58.2,56.6,23.1,19.1,11.4,46.5
"607","Dnajc5",23.7,58.1,36,32.3,16.4,24.7,24.8
"608","Snap47",10.5,58,39.4,25,25.1,8.9,7.5
"609","Ube2d3",38.1,57.8,54.2,48.9,26.2,34.8,144.9
"610","Cd274",0.43513,57.5,0.6,0.2,0.1,8.3,0.3
"611","Cltc",59.4,57.4,64.4,49.9,19.7,58.7,94.9
"612","Rpl36al",24,57.4,55.1,58.9,63.1,89,129
"613","Arglu1",87.5,57.4,47.7,26.4,9.1,9.6,23.7
"614","Rgs4",7,57.3,7.2,1.3,3.4,3.8,19.7
"615","Tmeff1",11.4,57.3,43,77.9,81.1,0.2,12.8
"616","Pcbp3",2.8,57.2,15.4,5.7,1.8,1.1,7.5
"617","Tmem132a",14,57.1,33.5,16.4,13.7,37.6,11.3
"618","Tceb2",21.8,57.1,50.3,57.3,59.5,41.8,77.3
"619","ORF61",53.3,57.1,56.2,59.6,50,69.7,44.3
"620","Clk1",138.4,57,52,31.2,9.1,18.1,127.6
"621","Sh3bgrl3",12,57,33.8,54.8,112.7,165.8,97.1
"622","Gria2",166.8,57,108.4,64.6,2.5,0.5,0.4
"623","Gm1673",12.5,56.9,39.6,10.6,9.9,5.9,6.4
"624","Sgta",27.4,56.9,52.7,45,39.5,53.7,30.1
"625","Cfl2",20.5,56.9,34.3,57,65.4,2.7,24.7
"626","Sh3glb2",45.7,56.8,31.7,49.6,61.5,25.9,18.2
"627","Atn1",26.5,56.8,25.4,16.5,7.3,19.9,12.2
"628","Snrpb",37.1,56.8,79,68.3,37.3,122.5,140.6
"629","Rab10",69.8,56.8,81.7,139.5,68.8,18.6,44.2
"630","Sc4mol",373.1,56.7,77,146,179.8,17.8,19.4
"631","Snx3",58.6,56.7,134.9,87.3,65.8,83.4,179.9
"632","Cacng7",25.5,56.6,103,100,86.3,8.7,0.4
"633","Chchd2",22.5,56.6,43.8,48.8,57.2,42.3,114.7
"634","Id2",331.8,56.6,84.1,23.3,7.1,703.2,24.9
"635","Ndufs2",43.8,56.6,75.3,97.9,100.4,67.7,84.3
"636","Ssr3",125.7,56.6,105.2,134.7,64.9,25.4,151.8
"637","2310036O22Rik",27.1,56.4,41.3,39.5,36.7,71,58.1
"638","Rab1b",35.1,56.3,74.8,87.3,91.9,105.2,94.6
"639","Sdhc",51.8,56.2,82.2,66.6,71.6,66.3,82.8
"640","H2afz",23.3,56.2,65.6,25.7,16.1,24,107.3
"641","Palm",6.3,56.1,25.7,8.1,14.6,21.6,41.5
"642","Atp1b3",29,56,44.5,33.7,42.3,93.1,56.9
"643","Cct7",21.9,56,75.6,71.2,45.6,55.2,67.8
"644","Prmt1",16.8,56,52.9,51.3,19.6,55.2,46.1
"645","Akt1",29.1,55.9,58.2,40.4,21.5,109.7,64.6
"646","Trim35",17.8,55.9,31.5,32.2,36.8,13.4,22.7
"647","Rheb",51.5,55.8,41.4,34.1,15.5,18.5,67.8
"648","Dad1",70.9,55.8,110.2,109,94.5,111.3,134.1
"649","Tcf4",62.7,55.7,50.7,27.3,9.2,5.4,38.5
"650","Cct8",33.6,55.6,60.2,48.7,18.6,24.2,46.7
"651","Ttc9b",2.3,55.6,25.1,7.1,14.6,14.2,1.3
"652","Mtss1",3.9,55.5,22.8,11.7,8.7,7.4,26.9
"653","Acly",46.8,55.5,32.2,81.5,78.3,34.8,25.1
"654","Reep1",2.8,55.4,34.1,31.1,2.3,0.5,40.2
"655","Dcx",0.3,55.2,15.4,4.4,1.1,0.1,0.1
"656","Hnrnpk",42.2,55.1,67.5,54.9,20.3,33.2,54.5
"657","Atat1",14.9,55,44.3,86.4,75.2,5.7,3.4
"658","Sdhb",34.6,55,82.7,92.3,78.1,82.7,78.3
"659","Ube2d2",30.5,55,42,52.9,39.1,32.2,38.2
"660","Ivns1abp",39.5,55,61.3,32.6,3.6,77.4,57.8
"661","P4hb",113.3,54.9,121.7,177.3,110.9,214.8,238.1
"662","Chmp4b",56.6,54.9,57.7,71.4,83.5,104,53.6
"663","Srrm2",95.9,54.9,42.4,29,6.1,18.7,8
"664","Etnk1",41.8,54.8,35.2,44.8,19.7,9.5,31.9
"665","Ndufa2",37.5,54.7,70.8,69.4,90.9,80,116.9
"666","Rnf10",26.8,54.6,60.5,52.7,46.1,50,56.3
"667","Edil3",0.3,54.6,42,35,38.7,0.1,0.1
"668","Fkbp3",18.4,54.6,21.7,17.6,13.7,5.3,30.6
"669","Rbfox2",9.7,54.5,11.3,4.5,1.8,1.9,8.9
"670","Fnbp1l",11.5,54.5,14.1,2.8,0.2,1.6,24.1
"671","Eef1b2",30.1,54.5,70.3,79.6,93.8,180.9,232.9
"672","Tspyl1",19.1,54.4,29.4,15.2,11.6,20.1,19.1
"673","Pafah1b2",20.2,54.1,22.7,37.5,33.5,10,29.9
"674","Rpl7a",26.1,54.1,87.5,82,68.4,145.5,176.3
"675","Puf60",40.5,54,77.4,91.6,70.8,59.9,59.3
"676","Ppp1cb",33.2,53.9,37,75.8,26.9,7.8,69.3
"677","Zic2",15.6,53.9,2.8,0.2,0.1,0.1,15.4
"678","Erp29",37.2,53.9,70.4,52.3,41.1,268.3,67.6
"679","Stx12",25.3,53.8,44.8,56.6,37.6,12.3,85.6
"680","Prkaca",14.9,53.7,38.8,32.8,29.9,21.5,12.2
"681","Gpi1",26.6,53.6,25.9,25,38.9,49.1,68
"682","Ppp2r5b",17.5,53.6,20.5,27.3,37.5,10.5,11.5
"683","Abat",53.3,53.6,32.6,49,20.5,2.1,2.2
"684","Pitpna",15.7,53.6,33.6,29.8,28.4,43.5,80.9
"685","Ebf3",0.1,53.6,0.2,0.1,0.1,1.4,0.2
"686","Eri3",22.1,53.4,41.1,32,25.5,28,21.4
"687","Sf3b2",27.8,53.4,57,43.2,31.1,46.2,34.9
"688","Ndufa7",35.3,53.4,70,78.6,91.6,74.2,96.9
"689","Gm13698",202,53.4,82.3,48.8,5.8,11.5,0.8
"690","Rraga",37,53.3,46.8,31.1,18.3,16.9,36.1
"691","Sh3gl2",5.2,53.3,15.1,10.2,5.7,1.6,0.6
"692","Cspg5",300.2,53.2,554.1,78.6,11.3,6,1.5
"693","Tob1",99.8,53,25.4,24.5,13,3,43.2
"694","St13",39.1,52.9,69.6,52.5,23.6,46.9,45.6
"695","Rgmb",3,52.9,2.6,4.1,3.6,10.7,4
"696","BC018242",11.7,52.9,34.1,25.4,17.6,3.7,1.8
"697","Foxg1",40.8,52.8,33,8,1.5,0.5,0.3
"698","Lphn1",41.3,52.8,31.7,19,7.1,5.3,4
"699","Psma6",33.9,52.8,65.2,56.5,46.4,44.4,122
"700","Bex1",4.3,52.8,21.6,8.2,1.5,1.1,2.8
"701","Ap2a2",13.4,52.7,28.5,20.9,13.4,29.6,27.5
"702","March6",45.4,52.6,35,20.5,6.4,10.7,21.7
"703","Gria1",1,52.5,10.4,2,0.6,0.6,0.2
"704","Ndufb3",21.8,52.5,46.6,42.5,43.3,25.5,59.9
"705","Prpf19",26.1,52.4,69,66.2,49.7,44.5,36.5
"706","Srsf1",49.1,52.4,45.1,29.2,9.6,6.4,16.7
"707","Atxn2l",62.8,52.4,35.8,35.9,16.5,30.2,19.9
"708","Gm6788",27,52.4,63.3,122.6,79.8,20.4,109.7
"709","Cbx6",10,52.3,29.1,17,22.1,11.7,9.9
"710","Vat1",5.7,52.3,20.3,91.2,41,28,104.4
"711","Mtap6",2.3,52.2,8.9,12.3,20.4,1.3,5
"712","Camk2n2",2.4,52.2,19.9,4.4,9.5,7.4,1.3
"713","Plekhb2",13.4,52.2,40.1,26.3,45.9,50,3.7
"714","Tmx4",13.9,52.1,31.4,13.1,3.6,7.3,10.5
"715","BC002163",23.5,52.1,55.3,61.7,66.7,26.3,95
"716","Itfg1",43.8,52.1,66.2,60.8,54.1,11.6,33.2
"717","Rufy3",7.4,52,26.4,18.8,11,2.2,2.8
"718","Rab5c",53.3,52,112.4,132.8,96.3,190,141.9
"719","Fis1",29.8,51.9,69.7,117,167.9,84.3,94
"720","Stx7",17.3,51.9,36.3,40.6,23.8,49.4,33.9
"721","Cited2",13.9,51.8,10.5,3.4,1.5,27.2,12.2
"722","Eif4g1",53.3,51.8,45.3,52.2,28,26.9,47.1
"723","Hp1bp3",34.4,51.8,55.3,41.4,28.2,26.4,31.7
"724","Sdhd",43.3,51.7,61.7,55.6,45.7,54,77
"725","Csnk1e",21,51.7,31.9,18.1,9.6,73.9,17.4
"726","Cltb",14.3,51.6,46.5,49.2,50.3,36.4,48.9
"727","Mat2a",60.8,51.6,43.2,48,50.7,120,50.5
"728","Actr1b",25.7,51.5,37.6,42.9,39.2,57.4,53.5
"729","Eif3h",23.8,51.5,63,48.9,47.5,92.9,226.7
"730","Cds2",31.3,51.5,25,20,19.1,17,13.2
"731","Cct4",31.6,51.3,66.3,48.2,26.2,28,79.6
"732","C1qtnf4",0.9,51.2,25.5,4.9,5.5,7.3,1.1
"733","Prepl",11.5,51.2,16.4,27.6,22,2.9,5.8
"734","Ubl3",29.2,51.1,54.9,217.3,111,71.5,71.9
"735","Hdac5",18,51.1,18.9,30,39.7,40.1,13.7
"736","Atp6v1f",18.2,51.1,42.2,40.2,48.6,128.4,61.6
"737","Scamp1",20.2,51.1,37.6,27.7,12.3,16,39.8
"738","Dusp8",26.5,51.1,16.1,12.1,7.5,11.6,10.2
"739","Brsk1",9.9,51,23.7,51.4,48,12.3,0.6
"740","Hmgn2",24.9,51,54.5,50.3,34.7,20.8,51.3
"741","Twsg1",11,51,12.6,7.3,2.6,1.5,13.1
"742","Wsb2",9.8,51,30.7,32.9,33,60.6,35.5
"743","Otub1",22.9,50.9,32.7,30.7,33.1,53.2,24.6
"744","Mapk8ip2",3.1,50.9,22,8.2,16.9,2.5,0.3
"745","Cnr1",10.1,50.8,2.4,0.3,0.3,0.1,0.2
"746","Vsnl1",0.6,50.8,16.2,3.5,5.4,2.5,1.5
"747","2410066E13Rik",1.7,50.8,4.2,3.7,9.7,1.7,3.9
"748","Dclk1",166.2,50.7,42.7,10,3.6,2.2,0.8
"749","Nfe2l1",21.1,50.7,23.1,16.5,14.1,24.6,30.9
"750","Ahcyl1",113.9,50.7,61.9,44.6,39,15.7,26.8
"751","Atp6v1g2",3.5,50.6,13.8,6.2,9.3,5.9,1.7
"752","Olfm2",3.6,50.6,167.8,28,2.1,1.3,0.4
"753","Chl1",19.8,50.6,38.2,5.8,0.3,0.1,0.2
"754","Disp2",1.1,50.5,14.3,3.6,1,0.3,0.1
"755","Prrc2a",38.9,50.5,52.4,44.7,20.9,53.6,15.3
"756","Scg2",6,50.5,3.1,0.4,0.7,0.2,0.5
"757","Ppp2r2b",46.3,50.5,40.9,11.1,2.1,1,0.7
"758","Tra2a",83.1,50.4,54.2,39,11.1,9.6,30
"759","Gramd1a",48,50.4,48.6,37.4,15.1,188.5,40.1
"760","Eif5",80.4,50.3,41,47.8,19.9,39.9,52.8
"761","Csnk2b",28.6,50.2,53.8,54.9,45.9,62.8,84.4
"762","Ankrd46",19.9,50.1,49.9,64.7,65,8.9,24.6
"763","Dusp4",8.4,50,3.6,1.4,0.3,22,9.6
"764","Cnrip1",8.2,50,19.8,6.6,3.4,5.9,2.4
"765","Rit2",0.7,49.8,15.1,3.7,1.5,0.6,0.5
