"","ident","AQP4","SLC1A3","rna_HEPACAM","CD44","NGFR","NCAM1","CD24","rna_FUT4","CXCR4","PDGFRA","rna_ITGB2","rna_ITGB1","rna_TF","NKX2-2","rna_PROM1","MAP2"
"112","Neurons - 1",0,-0.0357387917476757,0,0,-0.0780574363717379,1.86846568810733,24.3570540150452,0,0.306530168739245,0,0,0,0,0.0112856408774932,0,4.96326678548749
"113","Neurons - 1",0,0.00637643627108411,0,-1.27664655861162e-05,0.0199922963546765,1.11096558083289,9.50954771971349,0,-0.0177736720492926,0.00783801110826077,0,0,0,0.00105309141223676,0,5.31168919396962
"114","Neurons - 2",0,-0.0368279769118062,0,-0.00173194282950391,0.44798394153486,9.75800817373037,20.4060784061546,0,0.829461367616659,0.00175556497938137,0,0,0,0.0052554001003608,0,5.96443829271474
"115","Neurons - 2",0,-0.0119231771883387,0,0,-0.106719871321361,4.28782854088861,14.2515903325226,0,1.01998318598737,0.0327078339486044,0,3,0,0,0,3.94830055510461
"116","Neurons - 1",0,0.0283539358304299,0,-0.00997324643676023,0.0647156812071223,5.29723830685686,15.1629041444995,0,0.0129995673852139,0.0234292408248395,0,0,0,0.0178124789777069,0,5.50969884705337
"117","Mixed",0,0.00152548201503386,0,0,-0.0361418989594731,0.209904982504015,3.76343020488255,0,0.28339948072293,0,0,1,0,0,0,0.442772474247375
"118","Neurons - 1",0,0.00891094539842778,0,-0.00612566741070961,0.0179648838248237,6.25199577752578,10.0558962721762,0,-0.0342515014571181,0.00749720684343904,0,0,0,0.0022818609674307,0,2.6852653672154
"119","Neurons - 1",0,0.0068954080710178,0,0,0.0823629382099973,1.01946530856476,0.260279536681056,0,0.157113833515487,0.00426780934863757,0,0,0,0.0212442766132601,0,1.2176327453956
"120","NPC",0,0.0384988627136636,0,0,1.02431949980739,1.86280007331799,5.91530286531195,0,0.202318973276206,0.00834927563091686,0,1,0,0.0231453185806925,0,1.91843976086285
"121","Radial Glia - 1",0,0.335819034926451,0,0,0.0953944883478882,1.16627187791389,2.10231697013861,0,1.76291477651986,0,0,1,0,0,0,1.07768864510926
"122","Mixed",0,0.102674305278597,0,0,-0.0530821334148908,0.183974937503306,3.50856585147418,0,0.417532964438998,0,0,0,0,0,0,0.0245790499489616
"123","Radial Glia - 2",0,0.138792758756682,0,0,0.176185680688139,1.73377054439711,6.56061503704466,0,-0.0205949658202206,0,0,2,0,0,0,1.88275091447409
"124","Mixed",0,0.0635166052307546,0,0,0.605941468607906,0.202057989461064,5.63748418676415,0,0.654142339781025,0,0,1,0,0,0,0.53983669054796
"125","Mixed",0,0.00662282540009375,0,-0.00660535523438901,0.0642643667247281,0.0639705206121545,1.96398529718085,0,0.347364220923557,0,0,1,0,0,0,0.100548845542475
"126","Astrocytes",0.0459743272312306,0.0432671495789502,0,0.0903622127175686,-0.223463820085479,1.3615549077198,3.71825611584141,0,0.189692969377703,0,0,1,0,0,0,3.11029584696398
"127","Astrocytes",0.127608825047357,0.149904211537725,0,0.0519290922156777,-0.189419616728498,3.9972719496673,3.02508142988454,0,-1.16634089542951,0,0,2,0,0.000779786820675417,0,0.767995825987615
"128","Radial Glia - 1",0,0.132708086110924,0,0,0.114605875360775,1.32478809490034,2.90991345931851,0,0.393503999963385,0,0,0,0,0,0,1.06325337886727
"129","Radial Glia - 1",0,0.0380562610644818,0,0,0.182951628562464,-0.331110669693963,16.8684233218911,0,0.069257503369697,0,0,0,0,0,0,5.43275461958413
"130","Radial Glia - 2",0,0.0230219916901116,0,0,1.19645646249487,1.09225898259997,11.6538263078581,0,0.384931552193671,0.019059407309836,0,1,0,0.00862265995775703,0,5.09746382571518
"131","Neurons - 2",0,-0.0167555859707172,0,-0.00128062086500255,0.137593913175535,9.05525814530243,8.64493743126602,0,0.131589482820404,0.0356829216083975,0,0,0,0.0477620148277267,0,9.63800080894306
"132","Mixed",0,0.0191987941422993,0,0.0916177633541575,1.2992072974386,3.02131172632752,17.7420559229661,0,0.363681949282358,0,0,5,0,0.0355996197894283,0,2.81839613567327
"133","NPC",0,0.030791423692667,0,0,-0.0487409991253583,2.05091397433628,10.8360134746424,0,0.0832505941266537,0.00915255812673234,0,0,0,0.0162030370295266,0,6.8930483581217
"134","Neurons - 1",0,-0.00396685748643201,0,0,0.0523900168251564,2.16725930782306,3.07227101035327,0,0.0305584166098653,0,0,0,0,0.0091542801172013,0,0.921221220081356
"135","Mixed",0,0.0505744342721164,0,-0.0450934032441857,1.01892806521707,0.247908516621527,1.67995988905673,0,0.251340552669383,0,0,0,0,0,0,0.0977114167985277
"136","Mixed",0,0.0212024787936718,0,0,0.00985768152410106,0.290487616481245,0.946849755632637,0,0.259485126684682,0,0,0,0,0,0,0.107061633369048
"137","Neurons - 1",0,0.00487538898366768,0,-0.0111822502848397,0.031871067146989,2.90422207325345,16.4444016795523,0,0.0190630646256859,0.036833295445197,0,0,0,0.0013676724276313,0,2.19792685572123
"138","NPC",0,0.103753454152165,0,0,0.111189140595131,-0.375960044767988,10.2243995795662,0,0.0570234061366038,0,0,0,0,0.0124933585928749,0,0.0455116468549923
"139","Neurons - 1",0,0.000125486092131057,0,-0.00893788282779959,1.11962492187427,5.04605731300836,7.41391706415405,0,-0.0416525439212458,0,0,0,0,0.0058523860141149,0,5.38976886384095
"140","Radial Glia - 1",0.090581171090861,0.619419719392752,0,0.00612421593932839,0.0207501402651894,0.496307512288096,3.10194221038945,0,1.05076606661596,-0.0564998685614243,0,2,0,0.0174588307097415,0,0.537774491171276
"141","Radial Glia - 1",0,-0.0477591087242183,0,0,-0.0799947840308184,0.186644723384775,1.34709530703807,0,-0.294284201925561,-0.0169625742242528,0,1,0,0.0421922269125296,0,1.90699030706044
"142","Neurons - 2",0,0.00405343361854768,0,0,0.143351441522004,7.69219392569653,13.0047355881023,0,-0.222555578406642,0.0234934037785817,0,0,0,0,0,6.97434497049123
"143","Radial Glia - 1",0,1.01100168375694,0,0,0.00345826834826686,0.314668601578867,2.70601396460412,0,4.08072867775298,-0.00322110813873661,0,1,0,0,0,0.275025103821759
"144","NPC",0,0.0393020913235433,0,0,0.0678258234326645,0.735314647612162,13.6702408687089,0,0.144003882118175,0.00268311044338649,0,0,0,0.0380543917254994,0,3.78143014495018
"145","Radial Glia - 2",0,0.0841851401403729,0,0,0.281209051667378,1.57890799719845,6.32685074374895,0,0.365822490403432,0,0,1,0,0,0,0.392104164600884
"146","Astrocytes",0.0839993085290891,0.439342663986961,0,0.458401463271883,0.105660363913687,1.19726962052411,27.1195692097742,0,1.06569754154391,0,0,0,0,0.0969031804331316,0,2.26964108184387
"147","Mixed",0,0.0317487734787503,0,0,-0.15595491857359,0.320835315579805,1.93845049652455,0,0.151728173746955,0,0,3,0,0,0,1.11597674039349
"148","Radial Glia - 2",0,0.184598215205072,0,0,0.2697963954133,1.93656766498923,3.272241470246,0,0.927326357209062,0,0,0,0,0,0,0.957900283081509
"149","Neurons - 1",0,0.0157193055395636,0,0,-0.0807627318619168,2.02709273973278,15.2913787503342,0,0.141711278484895,0.0435902051957259,0,1,0,0,0,7.41678816182372
"150","Mixed",0,0.0488639085806432,0,-0.0575356261741531,0.999336606176704,0.219624840858436,1.08999084844532,0,0.234917804081944,0,0,0,0,0,0,0.287894651103752
"151","Radial Glia - 1",0,0.734473407008699,0,7.98710112774268e-05,0.0286344516003868,0.828001515007515,7.43043355317022,0,0.299397747182789,0.000311692296966368,0,1,0,0.0125388212539111,0,0.755294085434865
"152","Radial Glia - 2",0,0.0217843244467718,0,0.00166771773599458,0.225325550465515,0.89510965705146,1.92379805142477,0,-0.0595473194611936,0,0,1,0,0,0,2.00935248842561
"153","Astrocytes",0.0403132364874165,0.0533082455827217,0,0.00563643526236351,0.0314946149820401,0.569137640214927,3.21212842823016,0,0.435495107026748,0,0,0,0,0.0151351680357027,0,0.646991253715713
"154","Mixed",0,0.0106736333077501,0,0,0.0738126967279661,0.106919936047968,0.183183663551674,0,0.182427336093918,0,0,0,0,0,0,0.179059372868783
"155","Mixed",0,0.0905147004005253,0,0,0.0837649893543795,0.222663952123171,0.898224894562627,0,1.59376748283739,0,0,2,0,0,0,0.222774707361922
"156","Radial Glia - 2",0,0.0421956121741428,0,0,1.09890884072128,0.626959908948631,1.26503392207802,0,0.13127979000027,0,0,0,0,0,0,2.80676552047067
"157","Radial Glia - 2",0,0.210676325655926,0,0,0.203974536458074,1.49784671927178,6.23606822869518,0,0.588561975390897,0,0,0,0,0,0,0.293741749283659
"158","Neurons - 1",0,-0.00229454119823556,0,0,0.127596505299299,2.69624031458471,11.5405390584385,0,0.107044033535305,0,0,0,0,0.00629424393796459,0,1.77750680144063
"159","Radial Glia - 1",0,0.0172617186714679,0,0,0.200742330312462,0.902296604595578,13.565962107381,0,0.179115319660944,-0.00180994038222865,0,1,0,0,0,0.247464720450123
"160","Mixed",0,0.0130323708949364,0,0.0237428790615451,0.820845631519042,0.241631197915882,1.34944101506192,0,0.605058182042566,0,0,0,0,0,0,1.64855749167961
"161","Mixed",0,0.101865545245971,0,0.0148737453578373,0.11237774571771,0.171075630101732,0.92991653420839,0,0.405211443390802,0,0,0,0,0,0,-0.0911085581223875
"162","Radial Glia - 1",0,0.27963995149175,0,0,0.149349220270773,0.328822143069427,5.10062589748475,0,0.64306555086813,0,0,1,0,0,0,1.35354418332795
"163","Neurons - 1",0,-0.010550678789694,0,0,0.279343939753613,3.33639966657473,25.3301122907195,0,0.113063583673468,0,0,0,0,0.0217277680497521,0,2.89993681304187
"164","Mixed",0.0121371839833697,0.0239569506770401,0,0.0189899913005347,0.135326418371125,1.91887211775867,3.62322244584056,0,0.0202101195413919,0,0,1,0,0.00109604812588157,0,2.79574245849735
"165","Mixed",0,0.0360468961260041,0,0,-0.13472607345449,0.21309711438485,5.76859953791473,0,0.819908235251491,0,0,1,0,0,0,1.71382636521838
"166","Mixed",0,0.0651954477904498,0,0,0.0517463813725984,0.0908728277093583,0.316044418346589,0,0.174088728974006,0,0,0,0,0.00555890681410914,0,1.28626853729954
"167","Neurons - 1",0,0,0,0,0.0328221312882763,0.190203320547481,8.30108448136767,0,0.100721750126674,0,0,0,0,0.00205486158604699,0,1.78861104316509
"168","Radial Glia - 1",0,0.146118569145747,0,0,0.12424137462366,0.412351862920952,6.56310879485173,0,0.625447963770068,0,0,0,0,0,0,1.25799380689773
"169","NPC",0,0.0128705763487708,0,0,-0.196903388459189,0.960837873713007,5.26165259484439,0,0.0283424255933596,0.0134087543241238,0,0,0,0.00797173935004813,0,7.14443809506536
"170","NPC",0,0.0396648110305165,0,0,0.0806392352265843,0.701828495658735,1.78804222490119,0,0.106266786832449,0,0,1,0,0.0501910571063781,0,1.74112415178432
"171","Astrocytes",0.0366788988140044,0.0530674736148203,0,-0.0252002930132801,-0.00401031301496649,0.421342120402948,1.56452670860872,0,-0.0465513836522712,0,0,5,0,0,0,0.033503545684783
"172","Astrocytes",0,0.139827850322341,0,-0.0506020889519236,0.0851518340506049,2.31568032881991,7.36545073871545,0,0.105382143622151,0,0,1,0,0.0425723209873931,0,1.56887813146868
"173","Astrocytes",0.0845959408588481,0.996128646554357,0,0.174348566655861,0.105865068398844,0.800571999008526,4.30503784200852,0,2.10354076293516,0,0,0,0,0.0153416532682977,0,1.25754640909332
"174","Radial Glia - 1",0,1.16447300454889,0,0.00637587911762347,0.275633441025813,-0.141600288312977,4.41648123694557,0,2.03935781471602,0,0,1,0,0.00890578709023401,0,-0.101974029009126
"175","Neurons - 2",0,0.117095492726079,0,0,-0.316451470374269,34.3778836516428,47.7395982169163,0,0.300527528146239,-0.00653157586376396,0,1,0,0,0,27.4280614025026
"176","Mixed",0,-0.060077849096527,0,-0.0846092192832343,0.771639909670998,1.7852573137149,1.16837308869005,0,0.280576047800096,0,0,0,0,0,0,0.173677966424737
"177","Mixed",0,0.0302173781570636,0,0,1.7292017143951,1.28161415055932,4.93038587021033,0,0.131690948970058,0,0,1,0,0,0,0.260256183280893
"178","Radial Glia - 2",0,0.000933804714751236,0,0,-0.0136407209295059,3.80878651794714,12.1795357818438,0,0.274155496400004,0.0118945315953541,0,0,0,0,0,6.2671680063347
"179","Radial Glia - 1",0,-0.131043169716356,0,0,0.106919881256288,1.14307050958598,2.75356659857145,0,0.373854502274072,-0.0267373916453286,0,0,0,0,0,0.880974115216035
"180","Neurons - 1",0,-0.0281054331003543,0,0.000106891442448032,0.0825058101652147,3.00928693185896,8.55535670201798,0,0.97824687101765,0,0,0,0,0.0146578143338274,0,3.44314427568154
"181","Astrocytes",0.063102329419559,0.123120402878357,0,0.0557865891586946,-0.26259177560421,0.101369932134702,3.28116173190301,0,-0.858328256482267,0,0,0,0,0,0,2.91810139718504
"182","Mixed",0,0.0461033852799969,0,0,1.71825828451226,0.218353931111609,1.70761279760632,0,0.211742440926921,0,0,2,0,0,0,2.30410407107259
"183","Neurons - 1",0,0.00151895092122887,0,0,0.0868852029027481,4.44903499357244,12.0605522495762,0,0.98698774788244,0,0,0,0,0.00420792351561576,0,5.71930419098231
"184","Mixed",0,-0.021374004965315,0,0,0.953340748357544,0.142981881157264,2.66524284631128,0,0.155854166056694,0,0,1,0,0,0,2.15867824013113
"185","Astrocytes",0.100695672595774,1.26265552360026,0,1.09345132317752,-0.110808957240679,0.220626810273488,7.133171143271,0,1.37153493020676,-0.00242858349759243,0,1,0,0.0645587799179821,0,0.77899540969327
"186","Neurons - 1",0,-0.0767279608529607,0,0.00188351980631179,-0.00172842797857115,1.11907688795491,16.671731533687,0,0.339029058877886,0.0100163600296656,0,0,0,0.0178528696434896,0,2.09356780119049
"187","Neurons - 1",0,0.00012549777664307,0,0,0.105324473394984,2.62048125299816,5.73909596150175,0,0.0590611322218572,0.0216229110888663,0,1,0,0.000435567817603501,0,3.28508597984405
"188","Neurons - 1",0,0.0091806136149692,0,-0.00679060404424394,0.218652229551229,0.941253177317044,8.23375131760916,0,-0.10005720607008,0.00981467011103025,0,1,0,0.0218148203169203,0,3.04840559425726
"189","Neurons - 1",0,0,0,0,0.0210043186234794,3.62895138119766,11.9687647218658,0,-4.59107505772071e-05,0,0,0,0,0.0032549678871554,0,2.35716574160593
"190","Mixed",0,-0.0183277991632425,0,0.0341119045416263,0.847597310401418,0.362559676848478,2.3275728210545,0,0.355422689448318,0,0,4,0,0,1,1.09275585027043
"191","Neurons - 2",0,0.0258084534040883,0,0,0.157382303235783,4.63128380763986,14.0964911114778,0,-0.04401746800237,0.00283869872998915,0,0,0,0,0,3.10515715869108
"192","Radial Glia - 2",0,0.0302225841748441,0,0,2.09116530424539,0.922984307655622,12.51566580572,0,0.177317820733616,0,0,1,0,0,0,0.141767268714441
"193","NPC",0,0.0986681176105352,0,0,2.26523440313234,11.4470250205489,8.63418620509445,0,1.02171606841472,0,0,1,0,0,0,5.90866266373792
"194","NPC",0,-0.00662437918185251,0,0,-0.0643268393057167,1.88766412187824,13.9737998575544,0,-0.00772915888134097,0.023394716574285,0,1,0,0.00444462947334716,0,8.98260154223672
"195","Radial Glia - 2",0,0.305275193796243,0,0,0.203872196649338,1.32820209610222,2.4930384536514,0,0.63761626624846,0,0,0,0,0,0,0.0667699837095379
"196","Neurons - 1",0,-0.0152513930417239,0,0.00108974341944469,0.146692567318779,2.66557892827107,11.340843365854,0,0.340129852641695,0.0393170751815763,0,0,0,0.0228145558022046,0,3.98481187592289
"197","Radial Glia - 2",0,0.034086963041965,0,0.00112520171098008,0.103480988691982,-0.0122522395915882,8.08715716755989,0,1.16977242265065,0.0813077607184635,0,0,0,0,0,3.00134276865523
"198","Radial Glia - 1",0,0.0123328433024204,0,0,0.228701785772291,0.717402926428352,4.37857719618678,0,0.470879921316829,0,0,3,0,0,0,0.781789807496957
"199","Radial Glia - 1",0,0.150356989783283,0,0.00116026814389323,0.174872384066249,0.0462432054515579,3.92383452980765,0,4.6882228415144,0,0,1,0,0.0215128165471279,0,3.1158615636987
"200","Mixed",0,0.0172564270131063,0,0,0.0667696597805986,0.26345580645012,0.538989793883804,0,0.179109045392699,0,0,2,0,0,0,0.207721343370344
"201","Radial Glia - 2",0,0.175850197008259,0,0,0.300277071985,1.3275442000423,6.42369548630522,0,0.422939316423832,0,0,1,0,0,0,0.967095757666352
"202","NPC",0,0.018513175985341,0,0,0.10032661754861,0.667792955278597,6.19250290910946,0,0.135801226081344,0,0,0,0,0.0507757775246182,0,3.05194339805174
"203","Radial Glia - 1",0,0.123331681412334,0,0,-0.0133585844477618,0.177240540891194,2.70657738814012,0,0.195049178696657,0,0,0,0,0,0,0.257940335658636
"204","Radial Glia - 1",0,0.942854452656419,0,0,0.0214380865289888,0.277052221548043,4.50141533426243,0,4.70226701620884,-0.125945331380225,0,1,0,0,0,0.371941928593351
"205","Neurons - 1",0,-0.0469562435530099,0,0.00136992054726355,-0.0104654958919332,3.05751076593365,23.6104481075033,0,0.147844502782335,0,0,0,0,0.0109333190583381,0,0.817663109926098
"206","Neurons - 2",0,-0.049805612882638,0,0,0.368799670386707,6.59380188475066,10.2354136028037,0,0.722183829350623,0.00527531674767233,0,0,0,0.0113603114531428,0,7.55485127122746
"207","Radial Glia - 1",0,0.141121841317377,0,0,0.0267318640888561,1.1523332299586,3.06419742058103,0,0.562569634909738,-0.0962189495705188,0,2,0,0,0,0.242602050441624
"208","Astrocytes",0.266592925168916,0.195953670338504,0,0.427286251571145,0.109347700520206,1.60287553962837,1.58279022570867,0,4.39331502328786,2,0,0,0,0.0922351561063925,0,1.74065136537747
"209","Neurons - 1",0,0.00799091045159503,0,-0.0118514209372708,0.0966060564460507,0.314666836674317,15.8594834891481,0,0.205264141777699,0,0,0,0,0.0174964296291088,0,5.28052935593144
"210","Radial Glia - 2",0,0.0190988830834778,0,0,0.145955858099554,0.206248150122422,8.16964729129164,0,0.321521396260839,0.0628896872181508,0,0,0,0,0,3.16069437212207
"211","Mixed",0,0,0,-0.0019328062909798,0.101684908071518,0.184471987242822,0.581988655374734,0,0.264281101743489,0,0,1,0,0,0,1.27600482344999
"212","Radial Glia - 1",0,-0.0595529699457538,0,0,0.0733572525363527,1.03216272662811,5.49497647813941,0,0.954473836182132,0,0,0,0,0,0,0.564027266267665
"213","Mixed",0,0.0410827412248488,0,0.3266465536209,-0.351650614918111,0.153501743056138,3.91453160230837,0,0.232410684206948,0,0,1,0,0.0411664656784644,0,0.254144522271149
"214","Astrocytes",0,0.113032394382706,0,0.796116636946961,-0.0844711976283442,1.20760075177465,5.67498495950045,0,0.0690944762820244,1,0,0,0,0.0635471221251614,0,1.84287549311285
"215","Neurons - 2",0,0.0623957789107106,0,0,-0.137441667923625,7.35451096890386,11.208190870229,0,-0.038044873158214,0.189536133057632,0,0,0,0,0,15.1852571944476
"216","Radial Glia - 1",0.160647295899571,0.14959265719814,0,0.0831489806294693,-0.0469575138078937,0.0719344884363478,4.38986371578211,0,2.23140944641487,0,0,0,0,0.0037096419837607,0,1.91030337885809
"217","Radial Glia - 1",0,-0.28565802461409,0,0,-0.0151988846196429,0.779214090715218,4.51996545841956,0,1.39428741231911,0,0,2,0,0.0144781284750419,0,1.1325603781712
"218","Astrocytes",0.16808650684544,0.155479286228494,0,0.116678338857029,-0.125052411668796,0.196213048267404,1.83367612461712,0,-0.176183027352408,-0.00281752692802511,0,2,0,0.0116682315599655,0,1.84910951140614
"219","Mixed",0,0.011394975556676,0,0,0.708687726496184,1.29933752512012,9.27244871477818,1,2.11967905460104,0,0,0,0,0,0,0.996075114312689
"220","Mixed",0,0.0254385233295142,0,0,-0.205570861913138,0.234654639751154,7.14787937956424,0,1.11545631044143,0,0,3,0,0,0,0.182653578917858
"221","Radial Glia - 1",0,0.856571151404126,0,0,0.0549802050310956,0.290016420001215,0.921240652833143,0,0.0139401049746721,0,0,1,0,0.00244154365653438,0,-0.287224957407594
"222","Mixed",0,-0.0200649509000726,0,-0.16201936974197,2.02025670904967,0.444995281086874,4.2308914042545,0,0.39898429029191,0,0,0,0,0,0,0.409485330414853
"223","NPC",0,0.0259283133165657,0,0,0.0399145339367977,3.57926440329028,10.9032214159914,0,0.0697919033944175,0,0,0,0,0.0405981293426557,0,2.28860995575001
"224","Neurons - 1",0,-0.0173057793570465,0,-0.00966641292570314,0.0263732986446753,3.54197278635016,18.3876160254812,0,0.0473603497861921,0.00362955261584567,0,1,0,0.000422999426652248,0,3.8524908726886
"225","Neurons - 2",0,-0.00137931721623503,0,0,-0.218829484847306,14.3302483091515,36.6163503209951,0,0.0950910447901342,0.0217936465865076,0,1,0,0,0,16.5986119505137
"226","Mixed",0,0.00458636091001734,0,0,0.0158690584837309,0.188729814024638,0.544571233087357,0,0.188832448793931,0,0,1,0,0,0,0.277617755167874
"227","NPC",0,0.0457496382747234,0,0,0.113554332048418,2.63104657895416,16.8686499180863,0,0.255042221233621,0,0,0,0,0.0583923829648118,0,3.7492124186625
"228","NPC",0,0.0470139488942779,0,0,2.14480091362852,0.588619827750579,7.37900625774996,0,0.220413273340901,0,0,1,0,0.0545398490614843,0,0.747328428550168
"229","Radial Glia - 1",0,-0.138127495657822,0,0,-0.0721311019792221,0.274359910329235,11.6928587500087,0,3.70171643606831,0,0,1,0,0,0,3.25625252990397
"230","Neurons - 2",0,0.0143213893995492,0,0,-0.0455510756711447,3.62595683893107,9.33157960082643,0,0.119025771525937,0.0358991209338832,0,0,0,0.00742622725683183,0,6.13165655120272
"231","Neurons - 2",0,0.0183617694254439,0,0,1.07092709087104,3.97426646080123,14.9775081532235,0,0.305980566990096,0.0351062053237369,0,0,0,0.0115745370679004,0,1.73925535335162
"232","Astrocytes",0.317497601449285,2.08726536564408,0,0.96036911640053,0.000812882222785164,4.89137191824648,10.3622297348606,0,0.649282798720098,-0.85281985663646,0,3,0,0.0520958478958019,0,11.0378057665362
"233","Mixed",0,0.0502072508301226,0,0,-0.396934337202516,0.322408536287109,7.13348415118809,0,1.14199517879059,0,0,3,0,0,0,2.97058359216013
"234","Neurons - 2",0,0.138266547656192,0,0,1.9964053045419,17.641972694206,48.4568028503065,0,0.140318583945702,0.0479180666842101,0,2,0,0,0,16.3521934639449
"235","Radial Glia - 2",0,0.173859715663348,0,0,0.238394381191407,0.417069841073263,2.45024447216549,0,0.526909104893337,0,0,0,0,0,0,0.449855960695007
"236","Radial Glia - 2",0,0.217122630923356,0,0,0.1852076692978,0.364154388131398,8.05027431657721,0,0.523594179275653,0,0,0,0,0,0,0.400185217284026
"237","Radial Glia - 1",0,0.132041144983192,0,0,0.152730643202008,1.31901322944351,1.66415179665126,0,0.479795035768986,0,0,0,0,0,0,0.907901655154065
"238","Radial Glia - 1",0,0.0448288731897095,0,0,0.216107338019199,0.548399531434028,5.99464301469129,0,1.04101788725595,-0.0190365826758545,0,0,0,0,0,0.612066758223134
"239","Mixed",0,0.0745488886749808,0,0,-0.0148655719999845,-0.082518949387833,0.745213151088579,0,0.401720120860667,0,0,0,0,0,0,0.274356531072638
"240","Radial Glia - 1",0,0.215480704748043,0,0,0.203985367767885,1.09147916048666,4.64178699978111,0,2.28446084467017,0,0,1,0,0,0,0.688282718303833
"241","Radial Glia - 1",0,-0.234114899978752,0,0,-0.0886632551342098,1.15310010652834,7.63083577055454,0,0.999954792542319,0,0,2,0,0,0,0.25789789462056
"242","Radial Glia - 1",0,2.34528326784431,0,0.00589355884141151,0.104540629143425,0.0654166793441307,1.59688717605407,0,1.73686379424267,0,0,0,0,0,0,0.0874707039771277
"243","Radial Glia - 2",0,-0.000656320973685162,0,0.000347526830982654,0.567202654507425,1.94071051802687,13.2516430294138,0,0.609869035882335,0.0809377706497429,0,0,0,0.0116189439288454,0,10.8365114675747
"244","Radial Glia - 1",0,0.150679281559505,0,0,0.0788344615015032,1.26759843998855,2.34062880757885,0,2.29058776422113,-0.0502930406351182,0,1,0,0,0,1.48745771646997
"245","Radial Glia - 1",0,-0.0680631996816326,0,0,0.0790226737480825,0.188670591188966,1.38331851738206,0,0.710009469819932,0,0,0,0,0,0,0.0985951069051066
"246","NPC",0,0.0384185071294131,0,0,0.121196779318622,1.57865519421978,11.9204491778252,0,0.183697674317625,0.00236656298173247,0,1,0,0.0725057527301464,0,0.866284846183415
"247","Mixed",0,0.166941652173641,0,0,-0.131624605798462,0.150046817560611,7.6594128371321,0,1.17472856490165,0,0,2,0,0,0,0.833721820109188
"248","Astrocytes",0.17419790156335,0.774601415115714,0,0.7215999847518,-0.0370493155772726,1.07261119408978,4.66830397972505,0,-1.1978771126874,-0.0199819801533064,0,5,0,0.0747386041414056,0,1.13777267147489
"249","Neurons - 1",0,0,0,0,0.0250751626813319,3.39607981204427,2.3281348520349,0,0.00297507080144027,0,0,0,0,0.0070161856002365,0,6.05334102767204
"250","Neurons - 1",0,-0.0160431287650995,0,0,0.184163189912247,5.10831892547877,18.9321563857155,0,0.216362275891143,0,0,0,0,0.0246805586231945,0,5.02085625145408
"251","Neurons - 2",0,1.03161792320898,0,0,0.823078437524385,17.6217130600712,19.1675520540979,0,0.114053216223414,0.0566056152466819,0,2,0,0,0,24.4710525614198
"252","Neurons - 1",0,-0.00283846295328247,0,0,0.0382216574564771,6.09904896180915,7.90610324729674,0,0.0197934042739335,0,0,0,0,0.0136626867103593,0,6.44211978185018
"253","Radial Glia - 1",0,-0.012092198380953,0,0,0.0254032734957109,1.33192279043232,1.02428568415063,0,0.414805401375855,-0.0361596266481722,0,1,0,0,0,0.418177051861355
"254","Radial Glia - 1",0,-0.136753514096362,0,0,0.104889240803379,0.409844314928463,2.81791126515311,0,0.0486140666432424,-0.0470539945518868,0,0,0,0,0,1.28655038347067
"255","Radial Glia - 1",0,1.88563267732712,0,0,-0.100996158621192,3.20347924862963,5.69272373967334,0,2.57400994571713,0,0,0,0,0,0,0.0717663518339099
"256","Neurons - 2",0,0.0618897505972935,0,0,0.892716732066377,5.8139874139528,27.8073317709757,0,-0.0103648787178168,0.151695035512952,0,4,0,0,0,14.941231499397
"257","Neurons - 2",0,-0.287891655531151,0,-0.0183094246046261,0.854139045624474,3.85274884605882,20.8285389895383,0,0.250110523006602,0.0080826996054355,0,0,0,0,0,5.32464753301607
"258","NPC",0,0.0167180358423137,0,0,0.00436819780605654,0.988311413029302,6.00832378821697,0,-0.0147984711505637,0.00924132835233626,0,0,0,0.00730050704851839,0,3.77285763071607
"259","Astrocytes",0.150087243857233,1.17179460753396,0,1.05690079142472,-0.104621987408412,6.73440114651808,34.9465899851957,0,-0.653737586058882,-0.0745377711860892,0,7,0,0.118082443357108,0,15.8846067041848
"260","Neurons - 1",0,-0.00475051423676166,0,0,1.15026300160987,0.956064066627946,6.43294230370621,0,0.18114408837496,0,0,0,0,0.0146753377216598,1,1.0174911131684
"261","Radial Glia - 2",0,0.0801061970020722,0,0,0.183947070838721,0.673500146737244,8.45637376184943,0,3.12907898524293,0,0,0,0,0.0370483471403877,0,1.24473072022059
"262","Radial Glia - 2",0,-0.0128746517289862,0,0.000627752369731332,-0.317886125578586,2.4465792860755,18.292357767249,0,0.348660656219068,0.087826959309351,0,0,0,0,0,-0.685576378678859
"263","Mixed",0,0.00237251534144573,0,0.118393962014434,-0.548270317070349,0.0184098959828846,3.03916828246217,0,2.22199346096348,0,0,0,0,0.0306292443712274,0,1.73667423557219
"264","Neurons - 1",0,0.00200410325232398,0,0,0.0729480447374046,0.697444523894975,15.7475827437047,0,0.0791383677113602,0,0,0,0,0.00167519476347672,0,0.628462999026089
"265","Neurons - 1",0,-0.000889967657296928,0,0,0.0476512635764155,2.75907819200988,2.30334521246016,0,0.0871230222086171,0.0106976502149161,0,2,0,0.00199480273919546,0,2.49943159212755
